,Month,Year,OIL COMPANIES,Quantity (000 Metric Tonnes),last_updated
80,,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",6.78,
81,,2022,"NEL-VADINAR,GUJARAT",1725.51,
82,,2022,"IOCL-BARAUNI,BIHAR",559.48,
83,,2022,"IOCL-PANIPAT, HARYANA",1253.85,
84,,2022,IOCL TOTAL,6276.8,
85,,2022,"BPCL-KOCHI, KERALA",1363.85,
86,,2022,BORL-BINA,649.82,
87,,2022,"MRPL-MANGALORE,KARNATAKA",1428.97,
88,,2022,ONGC TOTAL,1435.69,
89,,2022,RIL TOTAL,5361.9,
90,,2022,GRAND TOTAL,21574.57,
91,,2022,"IOCL-MATHURA, UTTAR PRADESH",714.64,
92,,2022,"IOCL-BONGAIGAON,ASSAM",211.02,
93,,2022,IOCL TOTAL,6167.19,
94,,2022,BPCL-TOTAL,2699.54,
95,,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1109.49,
96,,2022,"CPCL-MANALI, TAMILNADU",940.43,
97,,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",3.93,
98,,2022,"MRPL-MANGALORE,KARNATAKA",1182.21,
99,,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1019.7,
100,,2022,"RIL,JAMNAGAR,GUJARAT",3029.94,
101,,2022,"IOCL-BARAUNI,BIHAR",544.5,
102,,2022,"IOCL-BONGAIGAON,ASSAM",244.44,
103,,2022,IOCL TOTAL,5088.28,
104,,2022,BORL-BINA,650.73,
105,,2022,"NRL-NUMALIGARH, ASSAM",247.85,
106,,2022,"BPCL-MUMBAI, MAHARASHTRA",1306.88,
107,,2022,BPCL-TOTAL,2593.06,
108,,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",1759.64,
109,,2022,GRAND TOTAL,20413.63,
110,,2022,"IOCL-KOYALI, GUJARAT",1254.26,
111,,2022,"IOCL-BONGAIGAON,ASSAM",244.09,
112,,2022,"CPCL-MANALI, TAMILNADU",921.0,
113,,2022,HPCL-TOTAL,2599.45,
114,,2022,"IOCL-MATHURA, UTTAR PRADESH",879.89,
115,,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",6.46,
116,,2022,ONGC TOTAL,1510.51,
117,,2022,HPCL-TOTAL,2785.38,
118,,2022,"NEL-VADINAR,GUJARAT",1712.08,
119,,2023,"RIL-(SEZ), JAMNAGAR,GUJARAT",2542.8,
120,,2023,RIL TOTAL,5390.8,
121,,2023,"IOCL-BARAUNI,BIHAR",542.97,
122,,2023,BORL-BINA,657.05,
123,,2023,BPCL-TOTAL,3356.68,
124,,2023,"NRL-NUMALIGARH, ASSAM",244.06,
125,,2023,"ONGC-TATIPAKA,ANDHRA PRADESH",6.12,
126,,2023,ONGC TOTAL,1399.11,
127,,2023,"IOCL-HALDIA, WEST BENGAL",742.52,
128,,2023,IOCL TOTAL,6696.37,
129,,2021,"IOCL-BARAUNI,BIHAR",471.0,
130,,2021,"IOCL-PARADIP,ODISHA",1332.0,
131,,2021,CPCL-TOTAL,760.0,
132,,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1059.0,
133,,2021,"NEL-VADINAR,GUJARAT",1633.0,
134,,2021,GRAND TOTAL,19885.0,
135,,2021,"IOCL-MATHURA, UTTAR PRADESH",692.0,
136,,2021,"IOCL-PANIPAT, HARYANA",1156.0,
137,,2021,"IOCL-GUWAHATI,ASSAM",,
138,,2021,"IOCL-PARADIP,ODISHA",1045.0,
139,,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1102.0,
140,,2021,"RIL,JAMNAGAR,GUJARAT",2837.0,
141,,2021,"IOCL-BONGAIGAON,ASSAM",233.0,
142,,2021,"IOCL-PARADIP,ODISHA",1034.0,
143,,2021,"CPCL-MANALI, TAMILNADU",646.0,
144,,2021,"IOCL-BARAUNI,BIHAR",569.0,
145,,2021,"IOCL-KOYALI, GUJARAT",1102.0,
146,,2021,IOCL TOTAL,5668.0,
147,,2021,BPCL-TOTAL,2962.0,
148,,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",3.0,
149,,2021,HPCL-TOTAL,1898.0,
150,,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2284.0,
151,,2021,"IOCL-BARAUNI,BIHAR",296.0,
152,,2021,"IOCL-BONGAIGAON,ASSAM",233.0,
153,,2021,IOCL TOTAL,4904.0,
154,,2021,"HPCL-MUMBAI,MAHARASHTRA",299.0,
155,,2021,GRAND TOTAL,18439.0,
156,,2021,"IOCL-PANIPAT, HARYANA",1086.0,
157,,2021,"IOCL-GUWAHATI,ASSAM",77.0,
158,,2021,IOCL TOTAL,4705.0,
159,,2021,"MRPL-MANGALORE,KARNATAKA",988.0,
160,,2021,ONGC TOTAL,994.0,
161,,2021,"NEL-VADINAR,GUJARAT",1668.0,
162,,2021,IOCL TOTAL,5517.0,
163,,2021,"BPCL-MUMBAI, MAHARASHTRA",1110.0,
164,,2021,"NRL-NUMALIGARH, ASSAM",254.0,
165,,2021,"HPCL-VISAKH,ANDHRA PRADESH",853.0,
166,,2021,"IOCL-BARAUNI,BIHAR",479.0,
167,,2021,"IOCL-PARADIP,ODISHA",1120.0,
168,,2021,"BPCL-KOCHI, KERALA",1429.0,
169,,2021,"NRL-NUMALIGARH, ASSAM",223.0,
170,,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1080.0,
171,,2021,HPCL-TOTAL,2445.0,
172,,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2451.0,
173,,2021,RIL TOTAL,5448.0,
174,,2021,"NEL-VADINAR,GUJARAT",1688.0,
175,,2021,"IOCL-KOYALI, GUJARAT",1293.0,
176,,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7.0,
177,,2021,"HPCL-MUMBAI,MAHARASHTRA",674.0,
178,,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1118.0,
179,,2021,HPCL-TOTAL,2601.0,
180,,2021,GRAND TOTAL,21483.0,
181,,2022,"IOCL-MATHURA, UTTAR PRADESH",746.0,
182,,2022,"IOCL-DIGBOI,ASSAM",59.0,
183,,2022,IOCL TOTAL,5844.0,
184,,2022,"MRPL-MANGALORE,KARNATAKA",1440.0,
185,,2022,RIL TOTAL,5277.0,
186,,2022,"NEL-VADINAR,GUJARAT",1733.0,
187,,2022,"IOCL-BARAUNI,BIHAR",529.0,
188,,2022,"IOCL-KOYALI, GUJARAT",1200.0,
189,,2022,"IOCL-DIGBOI,ASSAM",50.0,
190,,2022,"IOCL-PARADIP,ODISHA",1211.0,
191,,2022,BORL-BINA,594.0,
192,,2022,"HPCL-MUMBAI,MAHARASHTRA",748.0,
193,,2022,"RIL,JAMNAGAR,GUJARAT",2777.0,
194,,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2013.0,
195,,2022,GRAND TOTAL,20443.0,
196,,2022,"IOCL-KOYALI, GUJARAT",1338.0,
197,,2022,"IOCL-PARADIP,ODISHA",1383.0,
198,,2022,CPCL-TOTAL,1062.0,
199,,2022,BORL-BINA,704.0,
200,,2022,"NRL-NUMALIGARH, ASSAM",188.0,
201,,2022,ONGC TOTAL,1510.0,
202,,2022,"RIL,JAMNAGAR,GUJARAT",3056.0,
203,,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2074.0,
204,,2020,"IOCL-MATHURA, UTTAR PRADESH",506.0,
205,,2020,"IOCL-PANIPAT, HARYANA",457.0,
206,,2020,"IOCL-GUWAHATI,ASSAM",,
207,,2020,"IOCL-PARADIP,ODISHA",725.0,
208,,2020,BORL-BINA,332.0,
209,,2020,"HMEL-GGSR, BATHINDA, PUNJAB",593.0,
210,,2020,"IOCL-PANIPAT, HARYANA",919.0,
211,,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",6.0,
212,,2020,"HPCL-VISAKH,ANDHRA PRADESH",743.0,
213,,2020,HPCL-TOTAL,1920.0,
214,,2020,RIL TOTAL,5312.0,
215,,2020,GRAND TOTAL,16347.0,
216,,2020,"IOCL-BARAUNI,BIHAR",512.0,
217,,2020,"IOCL-HALDIA, WEST BENGAL",533.0,
218,,2020,"IOCL-GUWAHATI,ASSAM",64.0,
219,,2020,"NRL-NUMALIGARH, ASSAM",250.0,
220,,2020,"RIL,JAMNAGAR,GUJARAT",2605.0,
221,,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",2047.0,
222,,2020,"NEL-VADINAR,GUJARAT",1394.0,
223,,2020,"IOCL-MATHURA, UTTAR PRADESH",754.0,
224,,2020,"IOCL-PANIPAT, HARYANA",1115.0,
225,,2020,"BPCL-KOCHI, KERALA",844.0,
226,,2020,"MRPL-MANGALORE,KARNATAKA",766.0,
227,,2020,"IOCL-BARAUNI,BIHAR",318.0,
228,,2020,"IOCL-GUWAHATI,ASSAM",89.0,
229,,2020,BORL-BINA,451.0,
230,,2020,HPCL-TOTAL,2357.0,
231,,2020,"RIL-(SEZ), JAMNAGAR,GUJARAT",1369.0,
232,,2020,"NEL-VADINAR,GUJARAT",1539.0,
233,,2020,"IOCL-BARAUNI,BIHAR",376.0,
234,,2020,"IOCL-PANIPAT, HARYANA",1025.0,
235,,2020,"IOCL-DIGBOI,ASSAM",46.0,
236,,2020,"NEL-VADINAR,GUJARAT",1460.0,
237,,2020,GRAND TOTAL,17707.0,
238,,2020,"IOCL-KOYALI, GUJARAT",1049.0,
239,,2020,IOCL TOTAL,5662.0,
240,,2020,"CPCL-MANALI, TAMILNADU",725.0,
241,,2020,CPCL-TOTAL,725.0,
242,,2020,"IOCL-BARAUNI,BIHAR",579.0,
243,,2020,"IOCL-PANIPAT, HARYANA",1359.0,
244,,2020,"IOCL-GUWAHATI,ASSAM",83.0,
245,,2020,BORL-BINA,594.0,
246,,2020,BPCL-TOTAL,3409.0,
247,,2020,"MRPL-MANGALORE,KARNATAKA",1011.0,
248,,2020,HPCL-TOTAL,2457.0,
249,,2020,"IOCL-BONGAIGAON,ASSAM",204.0,
250,,2020,"CPCL-MANALI, TAMILNADU",766.0,
251,,2020,"BPCL-MUMBAI, MAHARASHTRA",1200.0,
252,,2020,BORL-BINA,625.0,
253,,2020,"NRL-NUMALIGARH, ASSAM",260.0,
254,,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",7.0,
255,,2020,"MRPL-MANGALORE,KARNATAKA",1307.0,
256,,2020,"HPCL-MUMBAI,MAHARASHTRA",578.0,
257,,2020,"NEL-VADINAR,GUJARAT",1544.0,
258,,2021,"IOCL-BARAUNI,BIHAR",589.0,
259,,2021,"IOCL-PANIPAT, HARYANA",1321.0,
260,,2021,"IOCL-GUWAHATI,ASSAM",90.0,
261,,2021,"CPCL-MANALI, TAMILNADU",917.0,
262,,2021,"HPCL-VISAKH,ANDHRA PRADESH",800.0,
263,,2021,"RIL,JAMNAGAR,GUJARAT",2916.0,
264,,2021,CPCL-TOTAL,758.0,
265,,2021,"BPCL-KOCHI, KERALA",1410.0,
266,,2021,BORL-BINA,601.0,
267,,2021,"MRPL-MANGALORE,KARNATAKA",1297.0,
268,,2021,ONGC TOTAL,1305.0,
269,,2021,GRAND TOTAL,18617.0,
270,,2021,"IOCL-BONGAIGAON,ASSAM",230.0,
271,,2021,"HPCL-VISAKH,ANDHRA PRADESH",867.0,
272,,2021,HPCL-TOTAL,2606.0,
273,,2022,CPCL-TOTAL,961.61,
274,,2022,"BPCL-KOCHI, KERALA",1155.88,
275,,2022,"MRPL-MANGALORE,KARNATAKA",1329.62,
276,,2022,ONGC TOTAL,1336.44,
277,,2022,"HPCL-VISAKH,ANDHRA PRADESH",814.04,
278,,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",1838.73,
279,,2022,BORL-BINA,705.16,
280,,2022,"HPCL-MUMBAI,MAHARASHTRA",761.39,
281,,2022,"RIL,JAMNAGAR,GUJARAT",2931.62,
282,,2022,"IOCL-PANIPAT, HARYANA",699.93,
283,,2022,"IOCL-GUWAHATI,ASSAM",89.34,
284,,2022,IOCL TOTAL,5796.21,
285,,2022,"MRPL-MANGALORE,KARNATAKA",1461.6,
286,,2022,"HPCL-VISAKH,ANDHRA PRADESH",801.28,
287,,2022,"HMEL-GGSR, BATHINDA, PUNJAB",978.05,
288,,2022,"NEL-VADINAR,GUJARAT",25.55,
289,,2022,GRAND TOTAL,19580.02,
290,,2022,"IOCL-HALDIA, WEST BENGAL",731.49,
291,,2022,IOCL TOTAL,6161.15,
292,,2022,"BPCL-KOCHI, KERALA",1506.63,
293,,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2467.05,
294,,2022,RIL TOTAL,5307.9,
295,,2023,"IOCL-KOYALI, GUJARAT",1259.75,
296,,2023,"IOCL-HALDIA, WEST BENGAL",704.67,
297,,2023,"IOCL-DIGBOI,ASSAM",62.73,
298,,2023,"IOCL-BONGAIGAON,ASSAM",253.07,
299,,2023,"NRL-NUMALIGARH, ASSAM",284.05,
300,,2023,GRAND TOTAL,22809.58,
301,,2023,"IOCL-MATHURA, UTTAR PRADESH",740.61,
302,,2023,"IOCL-PANIPAT, HARYANA",1208.35,
303,,2023,"BPCL-KOCHI, KERALA",1406.51,
304,,2023,"RIL,JAMNAGAR,GUJARAT",2575.91,
305,,2023,"NEL-VADINAR,GUJARAT",1568.22,
306,,2023,"IOCL-BONGAIGAON,ASSAM",257.73,
307,,2023,"BPCL-KOCHI, KERALA",1542.02,
308,,2023,BPCL-TOTAL,3636.0,
309,,2023,"NRL-NUMALIGARH, ASSAM",205.02,
310,,2023,ONGC TOTAL,1507.19,
311,,2023,"HPCL-MUMBAI,MAHARASHTRA",873.83,
312,,2023,"HPCL-VISAKH,ANDHRA PRADESH",874.03,
313,,2021,BORL-BINA,648.0,
314,,2021,"NRL-NUMALIGARH, ASSAM",221.0,
315,,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7.0,
316,,2021,ONGC TOTAL,1107.0,
317,,2021,"HPCL-MUMBAI,MAHARASHTRA",41.0,
318,,2021,"RIL,JAMNAGAR,GUJARAT",2773.0,
319,,2021,"IOCL-KOYALI, GUJARAT",1042.0,
320,,2021,"IOCL-HALDIA, WEST BENGAL",624.0,
321,,2021,"IOCL-DIGBOI,ASSAM",61.0,
322,,2021,"BPCL-KOCHI, KERALA",910.0,
323,,2021,BORL-BINA,519.0,
324,,2021,"MRPL-MANGALORE,KARNATAKA",961.0,
325,,2021,ONGC TOTAL,968.0,
326,,2021,"HPCL-VISAKH,ANDHRA PRADESH",737.0,
327,,2021,"BPCL-MUMBAI, MAHARASHTRA",1029.0,
328,,2021,"BPCL-KOCHI, KERALA",1016.0,
329,,2021,"MRPL-MANGALORE,KARNATAKA",1010.0,
330,,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1063.0,
331,,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2530.0,
332,,2021,"CPCL-MANALI, TAMILNADU",819.0,
333,,2021,BORL-BINA,623.0,
334,,2021,"RIL,JAMNAGAR,GUJARAT",2743.0,
335,,2021,RIL TOTAL,5027.0,
336,,2021,"NEL-VADINAR,GUJARAT",1677.0,
337,,2021,"IOCL-MATHURA, UTTAR PRADESH",643.0,
338,,2021,"BPCL-MUMBAI, MAHARASHTRA",1286.0,
339,,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1112.0,
340,,2021,"IOCL-DIGBOI,ASSAM",60.0,
341,,2021,"IOCL-BONGAIGAON,ASSAM",219.0,
342,,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7.0,
343,,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1079.0,
344,,2021,"RIL,JAMNAGAR,GUJARAT",2841.0,
345,,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2361.0,
346,,2021,"IOCL-PANIPAT, HARYANA",1315.0,
347,,2021,"IOCL-PARADIP,ODISHA",877.0,
348,,2021,"CPCL-MANALI, TAMILNADU",500.0,
349,,2021,BPCL-TOTAL,3213.0,
350,,2021,"HPCL-MUMBAI,MAHARASHTRA",535.0,
351,,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2644.0,
352,,2021,"IOCL-HALDIA, WEST BENGAL",708.0,
353,,2021,"IOCL-GUWAHATI,ASSAM",83.0,
354,,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7.0,
355,,2021,"MRPL-MANGALORE,KARNATAKA",1468.0,
356,,2021,"IOCL-BARAUNI,BIHAR",602.0,
357,,2021,"IOCL-PANIPAT, HARYANA",1298.0,
358,,2021,IOCL TOTAL,5905.0,
359,,2021,"CPCL-MANALI, TAMILNADU",840.0,
360,,2021,CPCL-TOTAL,840.0,
361,,2021,"MRPL-MANGALORE,KARNATAKA",1434.0,
362,,2021,"RIL,JAMNAGAR,GUJARAT",3019.0,
363,,2021,"NEL-VADINAR,GUJARAT",1710.0,
364,,2022,"IOCL-GUWAHATI,ASSAM",92.0,
365,,2022,CPCL-TOTAL,915.0,
366,,2022,"NRL-NUMALIGARH, ASSAM",272.0,
367,,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",7.0,
368,,2022,"IOCL-GUWAHATI,ASSAM",82.0,
369,,2022,IOCL TOTAL,5785.0,
370,,2022,CPCL-TOTAL,928.0,
371,,2022,"BPCL-MUMBAI, MAHARASHTRA",1236.0,
372,,2022,"NEL-VADINAR,GUJARAT",1563.0,
373,,2022,"IOCL-PANIPAT, HARYANA",1285.0,
374,,2022,"IOCL-DIGBOI,ASSAM",61.0,
375,,2022,"IOCL-BONGAIGAON,ASSAM",248.0,
376,,2022,"CPCL-MANALI, TAMILNADU",1062.0,
377,,2022,BPCL-TOTAL,3493.0,
378,,2022,"HPCL-MUMBAI,MAHARASHTRA",711.0,
379,,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1092.0,
380,,2020,"IOCL-BONGAIGAON,ASSAM",174.0,
381,,2020,"BPCL-MUMBAI, MAHARASHTRA",768.0,
382,,2020,BPCL-TOTAL,2086.0,
383,,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",2.0,
384,,2020,"HPCL-VISAKH,ANDHRA PRADESH",774.0,
385,,2020,RIL TOTAL,5314.0,
386,,2020,GRAND TOTAL,14745.0,
387,,2020,"IOCL-BARAUNI,BIHAR",337.0,
388,,2020,"IOCL-GUWAHATI,ASSAM",24.0,
389,,2020,IOCL TOTAL,4311.0,
390,,2020,CPCL-TOTAL,441.0,
391,,2020,"NRL-NUMALIGARH, ASSAM",206.0,
392,,2020,"RIL,JAMNAGAR,GUJARAT",2762.0,
393,,2020,BORL-BINA,387.0,
394,,2020,BPCL-TOTAL,2540.0,
395,,2020,"HMEL-GGSR, BATHINDA, PUNJAB",785.0,
396,,2020,"IOCL-PARADIP,ODISHA",1025.0,
397,,2020,CPCL-TOTAL,724.0,
398,,2020,BORL-BINA,411.0,
399,,2020,ONGC TOTAL,773.0,
400,,2020,"RIL,JAMNAGAR,GUJARAT",2830.0,
401,,2020,"NEL-VADINAR,GUJARAT",1560.0,
402,,2020,GRAND TOTAL,17680.0,
403,,2020,"IOCL-KOYALI, GUJARAT",834.0,
404,,2020,"IOCL-DIGBOI,ASSAM",56.0,
405,,2020,IOCL TOTAL,3950.0,
406,,2020,"BPCL-MUMBAI, MAHARASHTRA",828.0,
407,,2020,"MRPL-MANGALORE,KARNATAKA",905.0,
408,,2020,"IOCL-GUWAHATI,ASSAM",75.0,
409,,2020,CPCL-TOTAL,770.0,
410,,2020,BORL-BINA,489.0,
411,,2020,"HPCL-VISAKH,ANDHRA PRADESH",728.0,
412,,2020,ONGC TOTAL,738.0,
413,,2020,"HPCL-MUMBAI,MAHARASHTRA",496.0,
414,,2020,"HMEL-GGSR, BATHINDA, PUNJAB",1038.0,
415,,2020,"CPCL-MANALI, TAMILNADU",729.0,
416,,2020,CPCL-TOTAL,729.0,
417,,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",7.0,
418,,2020,"HPCL-MUMBAI,MAHARASHTRA",612.0,
419,,2020,"HPCL-VISAKH,ANDHRA PRADESH",808.0,
420,,2020,GRAND TOTAL,20782.0,
421,,2020,"IOCL-MATHURA, UTTAR PRADESH",871.0,
422,,2020,CPCL-TOTAL,766.0,
423,,2020,BPCL-TOTAL,3414.0,
424,,2020,"RIL,JAMNAGAR,GUJARAT",2996.0,
425,,2020,GRAND TOTAL,21024.0,
426,,2021,"NRL-NUMALIGARH, ASSAM",249.0,
427,,2021,BPCL-TOTAL,3837.0,
428,,2021,ONGC TOTAL,1427.0,
429,,2021,"IOCL-BONGAIGAON,ASSAM",196.0,
430,,2021,"HPCL-VISAKH,ANDHRA PRADESH",737.0,
431,,2021,"IOCL-MATHURA, UTTAR PRADESH",853.0,
432,,2021,"IOCL-PARADIP,ODISHA",1362.0,
433,,2021,CPCL-TOTAL,964.0,
434,,2023,"IOCL-KOYALI, GUJARAT",1121.57,
435,,2023,"IOCL-HALDIA, WEST BENGAL",706.28,
436,,2023,"IOCL-GUWAHATI,ASSAM",94.0,
437,,2023,"IOCL-BONGAIGAON,ASSAM",249.6,
438,,2023,CPCL-TOTAL,919.52,
439,,2023,"BPCL-MUMBAI, MAHARASHTRA",1258.57,
440,,2023,BPCL-TOTAL,3236.66,
441,,2023,"NRL-NUMALIGARH, ASSAM",-0.0,
442,,2023,"MRPL-MANGALORE,KARNATAKA",1468.92,
443,,2023,"RIL,JAMNAGAR,GUJARAT",2841.68,
444,,2023,"IOCL-PARADIP,ODISHA",1272.1,
445,,2023,IOCL TOTAL,6417.4,
446,,2023,BPCL-TOTAL,3456.97,
447,,2023,RIL TOTAL,5647.78,
448,,2023,"IOCL-BARAUNI,BIHAR",491.92,
449,,2023,BORL-BINA,579.83,
450,,2023,"NRL-NUMALIGARH, ASSAM",8.3,
451,,2023,RIL TOTAL,5037.32,
452,,2023,GRAND TOTAL,21538.44,
453,,2023,"IOCL-GUWAHATI,ASSAM",94.73,
454,,2023,IOCL TOTAL,6013.25,
455,,2023,"NRL-NUMALIGARH, ASSAM",245.1,
456,,2023,"ONGC-TATIPAKA,ANDHRA PRADESH",5.38,
457,,2023,"RIL,JAMNAGAR,GUJARAT",2951.38,
458,,2023,"IOCL-KOYALI, GUJARAT",1262.85,
459,,2023,"BPCL-KOCHI, KERALA",1345.9,
460,,2023,"NRL-NUMALIGARH, ASSAM",256.76,
461,,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1106.15,
462,,2023,RIL TOTAL,5478.17,
463,,2023,"IOCL-HALDIA, WEST BENGAL",325.1,
464,,2023,"IOCL-GUWAHATI,ASSAM",90.04,
465,,2023,"IOCL-BONGAIGAON,ASSAM",251.38,
466,,2023,"NRL-NUMALIGARH, ASSAM",275.95,
467,,2023,HPCL-TOTAL,2934.57,
468,,2023,"IOCL-PARADIP,ODISHA",722.08,
469,,2023,"BPCL-MUMBAI, MAHARASHTRA",740.46,
470,,2023,BPCL-TOTAL,2994.35,
471,,2023,HPCL-TOTAL,3012.34,
472,,2023,RIL TOTAL,4520.59,
473,,2023,"IOCL-BARAUNI,BIHAR",553.58,
